Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST104368,IoT,Prototype,Corporate R&D,4217808491.72,17358128533.6352,12,2011,109.12
ST104369,Blockchain,Idea,Government Grant,2993903828.9,11825548172.014977,15,2003,187.02
ST104370,Sustainability,Idea,Angel Investor,3129692596.88,5560945401.524939,8,2007,111.09
ST104371,AI,MVP,VC Firm,2597334040.93,5289916061.382924,9,2005,97.42
ST104372,Energy,Prototype,Government Grant,4067258135.09,17968176913.58194,21,2021,119.51
ST104373,Healthcare,MVP,Corporate R&D,4415403910.65,14433340385.455725,15,2021,172.4
ST104374,Sustainability,MVP,Angel Investor,3199590307.82,8265196729.277331,5,2004,80.55
ST104375,Energy,Prototype,Government Grant,3061293593.93,5588913017.748037,19,2003,108.7
ST104376,Sustainability,Idea,VC Firm,2997401710.86,11100653242.836617,41,2001,49.64
ST104377,AgriTech,MVP,Corporate R&D,861156142.52,3935281947.74034,27,2004,187.78
ST104378,Smart Cities,Idea,VC Firm,4645554143.05,9748143251.266888,32,2017,24.25
ST104379,Healthcare,Prototype,Corporate R&D,3239595180.09,15341713197.38696,46,2020,79.98
ST104380,Energy,Early Revenue,Corporate R&D,2306907343.3,3950542194.658463,8,2008,28.97
ST104381,Energy,Idea,Corporate R&D,4094748782.87,6639651218.493431,29,2020,108.06
ST104382,Sustainability,Idea,VC Firm,4876706218.58,21681586697.56075,5,2005,192.54
ST104383,IoT,Prototype,VC Firm,4414437692.18,7177649055.99389,40,2010,174.11
ST104384,Smart Cities,MVP,Government Grant,4827026701.08,7972768360.591056,7,2006,165.43
ST104385,Sustainability,MVP,Corporate R&D,63338666.45,219391391.14403105,39,2022,107.62
ST104386,Blockchain,Prototype,Corporate R&D,1001300899.59,3091373008.671448,17,2021,110.85
ST104387,Healthcare,Idea,VC Firm,4767807347.93,21230216402.64403,2,2020,138.82
ST104388,IoT,Early Revenue,Angel Investor,713125806.52,2979562736.937017,27,2004,72.99
ST104389,Sustainability,Prototype,VC Firm,318219453.46,715120617.9100319,37,2003,12.68
ST104390,Healthcare,MVP,Angel Investor,4674143394.09,9515711223.985657,17,2017,193.04
ST104391,Blockchain,Early Revenue,Corporate R&D,490802070.11,1511114132.7944274,17,2011,72.41
ST104392,Sustainability,Early Revenue,Angel Investor,2413502361.76,10857004673.104347,44,2005,171.06
ST104393,Smart Cities,Prototype,Angel Investor,980582092.56,2683702961.933645,44,2015,39.5
ST104394,Smart Cities,Early Revenue,Angel Investor,74231569.81,270346965.34395653,10,2023,54.82
ST104395,Sustainability,Idea,Corporate R&D,3088963610.82,7445987112.128085,20,2003,38.02
ST104396,AI,MVP,Angel Investor,2010479142.39,8969224463.488792,43,2006,130.6
ST104397,AgriTech,Idea,Government Grant,1300862433.62,5029638270.864851,7,2006,124.54
ST104398,AgriTech,MVP,Angel Investor,1537119093.87,6806553618.165712,30,2000,28.61
ST104399,AI,MVP,Angel Investor,4584580792.82,13681082659.27274,21,2008,50.46
ST104400,Blockchain,Early Revenue,Government Grant,4342238201.0,6698662505.22664,11,2021,11.63
ST104401,Blockchain,Prototype,Angel Investor,986098539.5,4356471660.198471,30,2015,192.63
ST104402,Sustainability,Idea,Corporate R&D,103089509.83,215981222.57251623,48,2021,191.56
ST104403,Energy,Prototype,VC Firm,2928877192.86,9186131449.217476,39,2003,33.3
ST104404,IoT,Idea,Angel Investor,4371587064.31,6874546684.744415,5,2009,62.37
ST104405,Energy,Prototype,Government Grant,1401948210.54,2862505116.255598,47,2019,17.76
ST104406,Smart Cities,Idea,Corporate R&D,2920177104.83,4608528737.705469,40,2023,74.28
ST104407,IoT,Prototype,Angel Investor,3574843731.09,9297980442.065945,2,2004,30.34
ST104408,AI,Early Revenue,Corporate R&D,1625754473.85,6071134035.467344,47,2000,139.56
ST104409,AgriTech,Idea,Angel Investor,1201321677.23,4616507374.19076,44,2004,13.65
ST104410,Blockchain,Idea,Government Grant,4347827657.48,7164360688.338609,37,2005,169.28
ST104411,Blockchain,MVP,Angel Investor,682828411.8,2384718427.1477785,45,2010,184.28
ST104412,IoT,Prototype,Angel Investor,2956901926.53,10832167775.460505,22,2019,133.54
ST104413,Smart Cities,MVP,Corporate R&D,3357710487.76,12858615704.247728,38,2023,138.5
ST104414,AI,Early Revenue,VC Firm,2347547495.31,8839384381.864532,30,2023,178.27
ST104415,Energy,Early Revenue,VC Firm,1617392447.71,7356202070.126891,26,2018,7.28
ST104416,AI,Early Revenue,VC Firm,4245699383.61,18048150582.12805,22,2014,122.74
ST104417,Blockchain,Early Revenue,Government Grant,2528936133.98,6302849625.924881,15,2019,109.08
ST104418,AgriTech,MVP,Government Grant,3579084024.65,17346319749.725407,49,2001,32.27
ST104419,Sustainability,Prototype,VC Firm,2448514865.63,8786844293.787596,11,2007,182.79
ST104420,Energy,Idea,Corporate R&D,1363879703.65,5657362463.589142,23,2017,85.68
ST104421,Sustainability,MVP,VC Firm,4851400925.37,19243954901.66612,31,2022,43.79
ST104422,IoT,Early Revenue,Corporate R&D,983522719.93,4695161363.13247,4,2007,117.65
ST104423,AgriTech,MVP,Angel Investor,2164992634.93,9093053438.618896,5,2009,75.76
ST104424,Energy,MVP,Government Grant,4064807707.94,13951366910.553007,3,2006,110.58
ST104425,Blockchain,Idea,Angel Investor,1505618258.77,6558932665.61865,13,2021,186.5
ST104426,Energy,MVP,Government Grant,3976988277.4,10186058895.062595,2,2003,46.25
ST104427,Blockchain,Idea,VC Firm,142264009.03,448872025.19331473,7,2012,8.57
ST104428,IoT,Idea,Corporate R&D,3007252053.48,7708492796.984165,43,2005,43.41
ST104429,IoT,Early Revenue,Angel Investor,4422928259.78,12404772253.229122,21,2011,123.47
ST104430,Smart Cities,MVP,Government Grant,1178387212.36,4245485478.713638,20,2001,106.81
ST104431,AgriTech,Idea,Angel Investor,1190238363.29,1979484718.7526104,45,2004,115.78
ST104432,AgriTech,MVP,Corporate R&D,2071823918.81,10184698781.554789,40,2007,187.8
ST104433,IoT,MVP,Corporate R&D,1530675376.36,2538581323.443348,25,2010,84.82
ST104434,IoT,Early Revenue,Angel Investor,3435509910.35,5752348231.901908,46,2000,47.96
ST104435,Blockchain,Prototype,Angel Investor,4676632077.13,22005310814.145763,17,2016,14.11
ST104436,Smart Cities,MVP,Government Grant,149444630.82,651014437.2627721,14,2007,160.2
ST104437,Blockchain,Idea,VC Firm,1231806165.44,5975823742.706901,34,2001,70.82
ST104438,Sustainability,Prototype,Angel Investor,2072029160.11,4308510434.596878,35,2020,119.92
ST104439,Blockchain,Prototype,VC Firm,2020501743.09,3409336128.7709446,7,2012,65.84
ST104440,Healthcare,Prototype,VC Firm,4299665968.26,17781733441.61331,46,2001,107.95
ST104441,AI,Prototype,VC Firm,585995515.62,2859228848.6801524,36,2002,96.31
ST104442,Sustainability,Early Revenue,Corporate R&D,2703441563.62,5977172160.736444,30,2004,107.73
ST104443,Blockchain,Idea,Corporate R&D,4173780286.92,13844483382.152466,14,2022,165.13
ST104444,Blockchain,Idea,Corporate R&D,2159116442.66,9199217278.990856,18,2018,48.6
ST104445,Healthcare,MVP,Corporate R&D,3590498285.83,16196025100.23331,50,2003,111.37
ST104446,AI,MVP,Angel Investor,3372999968.94,7711710387.652757,17,2009,188.06
ST104447,Blockchain,Prototype,VC Firm,294346543.01,1232210397.3849626,26,2005,198.77
ST104448,IoT,Early Revenue,Government Grant,1674201864.85,5877129224.670307,34,2003,51.38
ST104449,IoT,MVP,VC Firm,4023186913.07,19387107360.466087,39,2016,29.64
ST104450,AI,Early Revenue,Angel Investor,1005170950.2,1578035376.5786428,30,2002,153.9
ST104451,Sustainability,Idea,VC Firm,533956265.36,1760589834.6551073,38,2013,42.17
ST104452,Energy,Prototype,Government Grant,1706932810.05,3647135221.818165,47,2000,193.73
ST104453,AgriTech,Idea,Corporate R&D,1263724821.37,2765607835.2001567,4,2013,26.16
ST104454,Energy,Early Revenue,Government Grant,3947784237.0,13981926141.54691,48,2004,190.11
ST104455,Smart Cities,Early Revenue,Corporate R&D,714990115.8,3529956018.6123414,19,2004,63.04
ST104456,AI,Idea,VC Firm,2559041089.28,5431229079.646394,28,2004,44.96
ST104457,Smart Cities,Prototype,VC Firm,4319605997.72,6919281992.226602,45,2022,34.63
ST104458,Smart Cities,Idea,Angel Investor,2158114565.84,7145918901.017425,32,2001,159.29
ST104459,IoT,Prototype,VC Firm,2796704699.08,4671103287.565265,24,2018,63.83
ST104460,AI,Early Revenue,Angel Investor,719920046.39,2842363549.477945,23,2020,125.27
ST104461,Energy,MVP,Angel Investor,3598622044.7,6576227402.581924,1,2022,114.42
ST104462,Energy,Idea,Corporate R&D,2076806299.3,5346295961.921861,24,2019,24.81
ST104463,Blockchain,MVP,VC Firm,143512116.29,279412017.16814107,39,2016,26.03
ST104464,IoT,Early Revenue,Corporate R&D,3087463048.98,12740881098.424109,12,2011,76.59
ST104465,AI,Idea,VC Firm,1769156121.68,5315668789.234776,15,2023,46.67
ST104466,Blockchain,Idea,Government Grant,4568831281.33,14889996129.51238,19,2023,20.62
ST104467,AI,MVP,Angel Investor,2904613224.65,4720982894.453552,44,2021,139.48
ST104468,Sustainability,Prototype,Government Grant,1016209248.28,4812681433.776516,37,2022,103.58
ST104469,Energy,MVP,Government Grant,2776184907.97,13576827677.633629,20,2012,28.82
ST104470,Energy,MVP,Government Grant,1062036187.33,3162918578.1945887,41,2004,151.61
ST104471,IoT,Prototype,Government Grant,2882869170.78,12765162994.122805,36,2013,74.59
ST104472,Smart Cities,Idea,Government Grant,1820079675.85,6585016095.540175,19,2001,109.12
ST104473,AgriTech,Early Revenue,Angel Investor,2100278189.91,9055452391.350838,50,2021,42.46
ST104474,Sustainability,MVP,VC Firm,4831207632.43,15083861701.02825,21,2013,30.49
ST104475,AI,MVP,Government Grant,2611696350.43,10139681360.850742,42,2011,175.26
ST104476,Energy,Idea,Corporate R&D,4105149424.75,7934674120.198024,31,2018,33.64
ST104477,Blockchain,Prototype,Angel Investor,2699316481.36,4520969449.900947,49,2012,103.42
ST104478,Smart Cities,Prototype,Corporate R&D,216195874.52,409057206.4577056,43,2016,132.78
ST104479,Energy,Early Revenue,Government Grant,3318866939.95,11700854065.971617,38,2011,69.49
ST104480,AI,Early Revenue,Angel Investor,3418789005.03,6009877675.458294,30,2003,56.75
ST104481,IoT,Prototype,Angel Investor,866735033.0,4163678780.335796,19,2002,126.61
ST104482,IoT,Idea,Corporate R&D,1977008234.79,7286529949.113624,9,2019,79.05
ST104483,Sustainability,Early Revenue,VC Firm,4772256328.49,7496140146.970528,32,2023,42.36
ST104484,Smart Cities,MVP,Government Grant,432917933.91,1832158478.874764,45,2010,184.87
ST104485,Blockchain,Idea,Corporate R&D,2391613871.21,6283256115.257311,43,2018,51.94
ST104486,Healthcare,Idea,Corporate R&D,1168946607.46,4621744114.16031,20,2009,168.2
ST104487,Sustainability,Prototype,Government Grant,391392281.51,811220160.8750272,20,2005,192.19
ST104488,Sustainability,MVP,Angel Investor,4531356744.36,22606190897.001183,6,2001,46.65
ST104489,Healthcare,Early Revenue,VC Firm,2565478114.63,7950703240.379971,30,2009,169.34
ST104490,AI,Idea,VC Firm,4941467888.1,17503197065.07525,39,2020,66.3
ST104491,AI,Prototype,Government Grant,191881749.6,425109028.9263118,47,2018,118.46
ST104492,IoT,Prototype,VC Firm,1739304177.37,8466329697.93352,36,2004,12.81
ST104493,AI,MVP,Angel Investor,3202139240.81,8046260990.115998,45,2015,139.19
ST104494,Healthcare,Prototype,Government Grant,203296680.68,444819841.2225898,20,2002,113.13
ST104495,Healthcare,Idea,Government Grant,1941897310.31,3032007643.045721,48,2012,50.98
ST104496,IoT,Prototype,Corporate R&D,1995605648.83,3671133708.135809,37,2011,41.06
ST104497,Energy,Prototype,VC Firm,3422999731.29,7999911618.115691,38,2016,149.83
ST104498,AgriTech,MVP,Government Grant,26347698.91,119680941.13685064,26,2012,198.35
ST104499,Smart Cities,Prototype,Angel Investor,2102833660.44,8834522753.169277,12,2022,129.22
ST104500,Sustainability,Early Revenue,Government Grant,2712448941.67,10439928170.012444,4,2002,109.15
ST104501,Healthcare,Idea,Angel Investor,982537905.44,2369145092.000281,24,2010,24.52
ST104502,Sustainability,Early Revenue,Corporate R&D,2534842520.13,9783711268.14019,33,2020,88.31
ST104503,Sustainability,Early Revenue,Corporate R&D,1634868427.3,7710066692.499087,7,2021,103.23
ST104504,IoT,MVP,Angel Investor,4747526709.11,7406672660.467882,44,2019,172.93
ST104505,Healthcare,MVP,Corporate R&D,930297215.75,2477920630.6002693,25,2003,196.5
ST104506,Blockchain,Idea,Angel Investor,1764278739.0,3208929584.475592,9,2003,29.09
ST104507,Smart Cities,Prototype,VC Firm,898716519.2,2759713990.2383094,44,2008,66.55
ST104508,Smart Cities,Idea,Government Grant,2479930474.26,6089886526.264692,12,2010,81.2
ST104509,Energy,Idea,Corporate R&D,3743744832.66,9853593692.1247,44,2009,79.32
ST104510,AI,Prototype,Corporate R&D,4002827123.12,13156456849.929417,35,2009,70.19
ST104511,Smart Cities,MVP,Corporate R&D,3225583051.98,8140584616.823221,41,2011,85.4
ST104512,AI,MVP,Corporate R&D,2675141596.16,13275475894.427675,42,2003,183.58
ST104513,AgriTech,Prototype,Angel Investor,4336253101.7,18446002629.39326,8,2021,79.19
ST104514,Sustainability,Idea,Angel Investor,1685610034.4,5032504409.68072,33,2017,189.17
ST104515,IoT,MVP,Government Grant,937416484.37,3197189634.7982936,35,2005,101.15
ST104516,Sustainability,MVP,Corporate R&D,3536120556.5,8823699232.97674,26,2011,12.34
ST104517,Blockchain,Early Revenue,Government Grant,3060594034.48,12722948016.938356,21,2014,105.33
ST104518,AI,MVP,Corporate R&D,3156552215.26,9684170956.922178,14,2001,75.86
ST104519,AI,Prototype,Corporate R&D,4115194247.14,10100300286.073864,48,2021,13.06
ST104520,Smart Cities,Early Revenue,Government Grant,3994898813.27,12254740217.264278,22,2023,118.49
ST104521,Sustainability,Idea,VC Firm,4798619883.6,21468922760.3054,49,2002,110.12
ST104522,Blockchain,Prototype,Angel Investor,649534755.32,2488374832.1154456,14,2021,147.45
ST104523,AI,Prototype,Angel Investor,3438434889.86,12966796022.044476,29,2010,154.58
ST104524,Energy,Early Revenue,Corporate R&D,4179956638.34,20086483645.797256,46,2003,76.2
ST104525,Blockchain,Prototype,Government Grant,3325266798.75,6794263983.453522,33,2000,172.38
ST104526,Sustainability,Early Revenue,Angel Investor,2742939618.03,13059281851.23409,44,2007,11.71
ST104527,AgriTech,Prototype,Corporate R&D,1827745753.22,3142136296.268339,47,2016,10.99
ST104528,Blockchain,Prototype,Government Grant,1808855238.86,4703650622.114818,38,2012,117.42
ST104529,Energy,MVP,VC Firm,1933076339.38,5024049540.491982,49,2012,12.79
ST104530,Energy,Prototype,VC Firm,2552326461.45,12114427915.641582,4,2016,66.66
ST104531,AI,Idea,Government Grant,1713102858.39,4800700402.024292,34,2021,98.21
ST104532,AI,MVP,Government Grant,3208385750.13,8202755912.905421,10,2012,197.72
ST104533,AI,Idea,VC Firm,4775012451.88,18763630096.85514,2,2008,49.6
ST104534,AgriTech,MVP,Corporate R&D,2804355933.44,5317941690.406263,35,2017,13.29
ST104535,Energy,Early Revenue,Government Grant,3339919227.92,5471910311.171573,47,2023,157.07
ST104536,Energy,Idea,Angel Investor,929001000.69,2378759892.4006886,13,2022,173.9
ST104537,AgriTech,MVP,VC Firm,4134355181.84,15600040518.327385,35,2015,83.44
ST104538,Energy,MVP,VC Firm,2552382745.89,6017448200.317575,18,2020,39.87
ST104539,IoT,Prototype,Angel Investor,3331241486.98,9558255547.59485,28,2021,21.84
ST104540,AI,MVP,Corporate R&D,3045291284.49,5266934928.535936,29,2008,158.77
ST104541,AgriTech,Idea,Angel Investor,2710506012.85,10708413470.566406,50,2014,70.83
ST104542,IoT,Prototype,Corporate R&D,4228675227.4,16401258184.593529,33,2003,86.81
ST104543,Sustainability,Early Revenue,VC Firm,28751037.65,118315536.36936152,15,2020,132.38
ST104544,Smart Cities,MVP,Angel Investor,2162773601.57,8533869161.505653,14,2014,95.22
ST104545,IoT,Prototype,VC Firm,4145843628.7,6971270668.359961,12,2022,199.86
ST104546,AI,MVP,Government Grant,1660897225.73,7380165584.331253,27,2000,89.39
ST104547,IoT,Early Revenue,Government Grant,227238976.39,855265837.5660344,50,2018,20.1
ST104548,Energy,Early Revenue,Corporate R&D,3223336592.29,5185430745.26633,49,2019,61.34
ST104549,Healthcare,Idea,VC Firm,2644193423.57,9542957635.667212,19,2007,13.18
ST104550,AI,Prototype,Angel Investor,106220514.99,343083829.34829015,13,2009,161.88
ST104551,Blockchain,Early Revenue,Government Grant,1974846800.94,6558914706.78355,32,2001,82.76
ST104552,Healthcare,Idea,Angel Investor,382772083.94,1883302517.905928,23,2016,55.07
ST104553,Smart Cities,MVP,Corporate R&D,2387552816.19,7283203633.262647,24,2010,182.71
ST104554,IoT,MVP,Corporate R&D,4336325240.54,9272559697.27048,36,2005,137.47
ST104555,IoT,Prototype,VC Firm,4272540778.69,20375479892.93589,15,2017,183.08
ST104556,Sustainability,Prototype,VC Firm,1218094176.44,3376289962.072368,21,2018,134.38
ST104557,Smart Cities,Prototype,VC Firm,302923365.28,1065921195.8979284,27,2016,128.94
ST104558,Energy,Idea,Angel Investor,2526090955.85,3951220023.819233,17,2023,81.22
ST104559,AI,Early Revenue,Corporate R&D,2510529081.8,3883596079.991129,34,2021,192.65
ST104560,IoT,Early Revenue,Government Grant,456881528.45,785909396.9295679,23,2005,9.23
ST104561,Sustainability,Idea,Government Grant,1565044664.29,2625411228.91586,43,2002,11.68
ST104562,Energy,Idea,Corporate R&D,1226570490.05,1915904280.2814949,20,2013,98.31
ST104563,Blockchain,Early Revenue,Corporate R&D,1576961510.04,4252698588.696457,24,2003,34.66
ST104564,AI,MVP,Corporate R&D,759950187.94,1331811899.2821407,40,2017,182.38
ST104565,Sustainability,MVP,Government Grant,1083279501.01,3412802184.5920177,16,2011,141.0
ST104566,IoT,Prototype,VC Firm,1325255205.91,1998572015.6092815,25,2007,121.81
ST104567,AI,MVP,Angel Investor,83209419.55,342610969.57648265,17,2018,162.14
ST104568,IoT,Prototype,Angel Investor,4044036362.37,19736083705.62292,29,2021,73.12
ST104569,AgriTech,MVP,Angel Investor,245237028.28,820345104.6946745,15,2009,17.64
ST104570,AgriTech,MVP,Corporate R&D,2030084484.39,9660626072.215162,4,2018,154.76
ST104571,Healthcare,Prototype,Angel Investor,4495072295.9,19544808675.735542,21,2022,88.74
ST104572,IoT,Prototype,Angel Investor,2177197522.83,6946840490.573579,28,2005,76.51
ST104573,Blockchain,MVP,Government Grant,41086021.98,188915329.7761354,37,2021,183.88
ST104574,Energy,MVP,Angel Investor,4716860221.32,15116870440.062893,29,2015,32.47
ST104575,Sustainability,Idea,Corporate R&D,335831110.7,1033182727.1656468,40,2015,40.28
ST104576,AgriTech,Early Revenue,Corporate R&D,3686466736.11,15033406436.224794,25,2002,30.86
ST104577,Energy,Idea,Corporate R&D,751234981.63,1626859755.8186808,14,2011,176.58
ST104578,Smart Cities,Early Revenue,Corporate R&D,248441157.61,974373184.3930768,34,2021,142.43
ST104579,Sustainability,Prototype,Government Grant,500323940.65,2143660403.2678127,46,2013,192.37
ST104580,Sustainability,MVP,Corporate R&D,600192081.37,2192499011.700149,35,2003,38.39
ST104581,Energy,Idea,Angel Investor,1994005672.91,3631991298.317218,37,2013,20.8
ST104582,AgriTech,Idea,Government Grant,4199830162.21,14819319789.959255,49,2016,89.04
ST104583,Smart Cities,Prototype,Angel Investor,1090255640.29,4743281365.801332,18,2016,160.0
ST104584,AI,Idea,Angel Investor,4647574540.62,19783289652.82428,21,2006,168.61
ST104585,Sustainability,Early Revenue,Government Grant,3392915498.84,10000318204.49731,17,2020,85.02
ST104586,Sustainability,Idea,Government Grant,3130116727.86,9870574307.809792,15,2014,182.58
ST104587,AI,Prototype,Angel Investor,2716621627.74,9809531648.365849,17,2012,80.49
ST104588,IoT,Prototype,Corporate R&D,2613604541.87,5639670935.448745,32,2016,192.96
ST104589,Energy,Early Revenue,Government Grant,4632538668.29,11027591372.092035,18,2013,189.41
ST104590,Smart Cities,MVP,VC Firm,2589126331.3,5919477279.551749,49,2018,134.08
ST104591,AgriTech,Early Revenue,Government Grant,2601004987.05,5348905395.197923,48,2000,21.34
ST104592,Sustainability,Idea,VC Firm,160265818.39,723796369.64286,9,2021,138.82
ST104593,IoT,Early Revenue,Government Grant,1135746914.35,2384192883.0125813,33,2009,193.99
ST104594,IoT,Prototype,Government Grant,3843333729.74,6723117013.43469,2,2019,177.39
ST104595,Sustainability,Idea,Corporate R&D,3568755362.37,9886904093.993462,46,2015,179.86
ST104596,Sustainability,Early Revenue,VC Firm,3667210431.55,18108059254.178905,17,2008,199.1
ST104597,AgriTech,Early Revenue,Government Grant,3695816303.88,12989358817.309538,6,2007,192.87
ST104598,AgriTech,Early Revenue,Angel Investor,1023324316.72,4783134975.030006,27,2012,144.32
ST104599,AI,Idea,Angel Investor,1501500962.68,3361572125.254496,32,2020,35.56
ST104600,AgriTech,Early Revenue,Government Grant,4183254492.61,10698158079.361649,16,2007,145.27
ST104601,Healthcare,Early Revenue,Government Grant,2683674262.98,9700078818.821484,34,2012,191.15
ST104602,Blockchain,Prototype,VC Firm,2127044822.45,4708809784.308511,3,2000,17.68
ST104603,AI,Idea,Corporate R&D,1256649489.7,3460388242.430624,3,2001,132.33
ST104604,Sustainability,MVP,Corporate R&D,2621964648.74,4206370354.892765,14,2004,141.53
ST104605,Smart Cities,Early Revenue,Angel Investor,1626725751.93,6697994078.142472,41,2014,119.98
ST104606,IoT,Idea,VC Firm,1955199044.31,7499295449.327252,34,2022,9.79
ST104607,AgriTech,Idea,VC Firm,2670238116.55,11721977034.783344,7,2020,144.93
ST104608,Energy,MVP,Corporate R&D,2619137332.4,12466180159.782984,26,2020,148.78
ST104609,Sustainability,Early Revenue,Government Grant,274459289.87,820582022.731837,7,2020,115.24
ST104610,IoT,MVP,VC Firm,398120639.02,1020328127.9628024,30,2023,20.24
ST104611,Healthcare,Idea,VC Firm,1567046775.92,5458508079.689649,24,2019,17.53
ST104612,Smart Cities,Idea,Corporate R&D,2672501292.91,9404167737.185038,34,2001,15.73
ST104613,Sustainability,Prototype,Corporate R&D,2060416903.3,7523926580.7705345,21,2011,143.43
ST104614,Sustainability,MVP,Corporate R&D,1210388183.94,3461138444.2148767,20,2015,158.01
ST104615,IoT,Idea,VC Firm,211744328.51,570028342.8168747,47,2021,94.1
ST104616,Blockchain,Prototype,Angel Investor,548356037.24,1586166609.299085,50,2008,165.5
ST104617,Sustainability,Early Revenue,Government Grant,2675935034.19,12563741084.049553,34,2012,187.58
ST104618,Smart Cities,Early Revenue,VC Firm,3793024646.34,8658796553.10512,12,2010,178.73
ST104619,Blockchain,MVP,Government Grant,1946446203.49,7586607989.779442,44,2019,48.48
ST104620,Sustainability,Idea,VC Firm,953695259.07,1940915663.2712407,46,2004,19.12
ST104621,AgriTech,Idea,Corporate R&D,2129048730.22,8555824978.926737,16,2019,82.24
ST104622,Energy,MVP,Angel Investor,4457385073.81,20255857037.255585,24,2017,160.68
ST104623,AgriTech,Idea,VC Firm,1856369881.01,4611758252.857366,6,2005,179.37
ST104624,IoT,Prototype,Corporate R&D,922447757.92,3280168567.014249,29,2021,50.23
ST104625,Blockchain,Prototype,Government Grant,3942679025.94,18448858510.642365,38,2019,175.9
ST104626,IoT,MVP,Government Grant,941289895.09,2138614790.479851,48,2019,162.75
ST104627,Sustainability,Idea,Corporate R&D,3385295269.7,7543375662.09718,1,2004,179.88
ST104628,Smart Cities,Prototype,Government Grant,357482910.73,604628441.883707,21,2006,193.93
ST104629,Sustainability,Idea,Government Grant,2459933726.67,3721309706.688676,20,2009,156.59
ST104630,AgriTech,Idea,Corporate R&D,4819873737.76,21490398111.30061,21,2011,174.14
ST104631,Energy,Early Revenue,VC Firm,2219305755.25,4072724840.701204,35,2012,185.17
ST104632,Energy,Early Revenue,Government Grant,2961400087.56,10957921251.759111,7,2011,126.53
ST104633,Energy,Idea,Angel Investor,4675716619.26,20787575013.784824,15,2000,56.05
ST104634,Healthcare,MVP,Government Grant,259616863.89,1255844918.5600865,27,2014,93.57
ST104635,Sustainability,Prototype,Corporate R&D,2167845008.88,8018777928.927436,2,2011,197.78
ST104636,IoT,Early Revenue,Corporate R&D,1223670118.41,4394061509.54186,13,2002,127.15
ST104637,Smart Cities,Prototype,Government Grant,4976992560.63,22946315941.679897,41,2017,67.37
ST104638,Healthcare,Early Revenue,Angel Investor,3332569932.63,6567269661.467925,23,2022,32.28
ST104639,Energy,Prototype,Corporate R&D,1368926470.6,4125708492.693076,20,2013,187.65
ST104640,Energy,Idea,Government Grant,3895309699.18,15989165125.63964,7,2000,26.86
ST104641,Smart Cities,MVP,Government Grant,2857110425.92,7013545523.486487,16,2007,62.99
ST104642,Sustainability,Idea,Government Grant,4889301818.78,16310238425.43254,30,2018,7.47
ST104643,Healthcare,Prototype,Angel Investor,2729742845.59,9830155993.725489,32,2018,102.87
ST104644,Smart Cities,MVP,Corporate R&D,1120630090.27,3714666776.904408,30,2021,84.82
ST104645,Blockchain,Idea,Corporate R&D,3765991080.64,12070072316.60548,14,2014,90.29
ST104646,AI,Prototype,Corporate R&D,3537356584.37,9996216817.662132,22,2018,113.5
ST104647,AI,Idea,VC Firm,218643188.58,932069698.9536586,39,2011,130.92
ST104648,AgriTech,MVP,Corporate R&D,4579349991.17,12458001821.60839,44,2008,39.82
ST104649,Sustainability,MVP,VC Firm,1659033427.71,4627259648.192556,18,2006,114.36
ST104650,Sustainability,Early Revenue,Corporate R&D,3187222783.7,12122191837.79376,17,2016,141.54
ST104651,Blockchain,MVP,Government Grant,3407114622.83,6626967822.738095,29,2023,37.32
ST104652,IoT,Idea,Corporate R&D,2214915202.4,4212764000.022281,27,2015,155.01
ST104653,Energy,Prototype,Angel Investor,3355737048.11,11477301932.423063,14,2021,92.03
ST104654,Smart Cities,Prototype,Angel Investor,2341745461.3,11480970980.85051,11,2002,106.18
ST104655,IoT,Early Revenue,Government Grant,2054244681.66,7654717864.788502,11,2013,92.65
ST104656,IoT,MVP,Angel Investor,2534637150.33,4668846362.240349,29,2004,83.99
ST104657,Sustainability,Idea,Corporate R&D,3015700988.0,5614384275.42638,11,2012,11.74
ST104658,AI,Idea,Angel Investor,2220331215.69,9653418466.145222,11,2020,140.35
ST104659,AgriTech,Early Revenue,Government Grant,2584289430.43,12680087326.516478,41,2010,156.19
ST104660,Healthcare,Prototype,Angel Investor,4752544516.85,19597244392.54718,36,2012,21.27
ST104661,Smart Cities,Idea,Government Grant,3981097679.75,14341752219.760653,42,2019,146.04
ST104662,AgriTech,Early Revenue,Government Grant,2397788827.28,5407089684.166022,33,2020,125.09
ST104663,IoT,Prototype,Government Grant,3900198467.02,18433447159.86152,23,2020,184.93
ST104664,Healthcare,Idea,VC Firm,2968450248.58,6383018958.547783,7,2014,74.66
ST104665,AI,Idea,Corporate R&D,640704219.85,1274912738.2771308,26,2019,24.55
ST104666,Smart Cities,Early Revenue,Corporate R&D,2659482368.85,7625105494.160614,28,2006,50.67
ST104667,Smart Cities,Idea,VC Firm,2336976673.0,3990133464.600835,5,2014,178.48
ST104668,Smart Cities,Prototype,Government Grant,2206973407.24,4710964930.553293,30,2006,174.9
ST104669,Blockchain,Prototype,Government Grant,1008541392.54,4004642050.7375946,20,2004,99.08
ST104670,Blockchain,Prototype,Government Grant,1272719338.26,4381897065.800338,31,2016,148.19
ST104671,Blockchain,MVP,Corporate R&D,3613248292.08,12538267160.989136,22,2011,34.75
